4,4,1,1,1,1,1,1,1,32768,8192,1,1,16,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8107.9,120.843,3724.76,2025.97,7.54627,3697.95,2025.97,7.49195,97.3522,139.234,135.054,0,2150.96,1102.61,0,1480.56,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,1,32,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16266.3,120.424,1849.49,4065.57,7.51923,1849.49,4044.67,7.48058,97.691,176.859,171.496,0,2456.18,1363.28,0,1477.9,0,
4,4,1,1,1,1,1,1,1,32768,8192,1,2,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.8,8107.9,120.854,3725.11,2025.97,7.54697,3698.29,2025.97,7.49265,97.3431,139.234,135.055,0,2151.01,1102.66,0,1480.56,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,2,16,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16266.2,120.446,1849.83,4065.56,7.5206,1849.83,4044.67,7.48197,97.6732,176.86,171.496,0,2456.23,1363.34,0,1477.9,0,
4,4,1,1,1,1,1,1,1,32768,8192,1,4,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.7,8107.9,120.854,3725.1,2025.97,7.54696,3698.29,2025.97,7.49265,97.3432,139.234,135.055,0,2151.01,1102.66,0,1480.56,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,4,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16266.3,120.446,1849.83,4065.57,7.52062,1849.83,4044.67,7.48197,97.6729,176.86,171.496,0,2456.23,1363.34,0,1477.9,0,
4,4,1,1,1,1,1,1,1,32768,8192,1,8,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.8,8107.9,120.854,3725.11,2025.97,7.54697,3698.29,2025.97,7.49265,97.3431,139.234,135.055,0,2151.01,1102.66,0,1480.56,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,8,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16266.3,120.446,1849.83,4065.57,7.52062,1849.83,4044.67,7.48197,97.6729,176.86,171.496,0,2456.23,1363.33,0,1477.9,0,
4,4,1,1,1,1,1,1,1,32768,8192,1,16,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8107.9,120.843,3724.76,2025.97,7.54627,3697.95,2025.97,7.49195,97.3522,139.234,135.054,0,2150.96,1102.61,0,1480.56,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,16,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16266.2,120.446,1849.83,4065.56,7.5206,1849.83,4044.67,7.48197,97.6732,176.86,171.496,0,2456.22,1363.33,0,1477.9,0,
4,4,1,1,1,1,1,1,1,16384,16384,1,32,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16266.3,120.424,1849.49,4065.57,7.51923,1849.49,4044.67,7.48058,97.691,176.859,171.496,0,2456.18,1363.28,0,1477.9,0,
4,4,1,1,1,1,2,1,1,32768,4096,1,1,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8148.78,121.453,3724.76,2036.19,7.58434,3697.95,1018.1,3.76487,96.8637,112.994,108.803,0,1593.48,1103.91,0,1488.32,0,
4,4,1,1,1,1,2,1,1,16384,8192,1,1,16,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16295.3,120.639,1849.49,4072.83,7.53266,1849.49,2025.97,3.74702,97.5169,72.1227,66.7515,0,1891.54,1362.39,0,1480.66,0,
4,4,1,1,1,1,2,1,1,32768,4096,1,2,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.7,8148.78,121.463,3725.1,2036.19,7.58502,3698.29,1018.1,3.76522,96.855,112.994,108.804,0,1593.52,1103.96,0,1488.31,0,
4,4,1,1,1,1,2,1,1,16384,8192,1,2,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.3,120.662,1849.83,4072.84,7.53406,1849.83,2025.97,3.74771,97.4987,72.1231,66.7517,0,1891.59,1362.45,0,1480.66,0,
4,4,1,1,1,1,2,1,1,32768,4096,1,4,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.7,8148.78,121.463,3725.1,2036.19,7.58502,3698.29,1018.1,3.76522,96.855,112.994,108.804,0,1593.52,1103.96,0,1488.31,0,
4,4,1,1,1,1,2,1,1,16384,8192,1,4,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.3,120.661,1849.83,4072.83,7.53405,1849.83,2025.97,3.74771,97.4988,72.123,66.7516,0,1891.59,1362.44,0,1480.66,0,
4,4,1,1,1,1,2,1,1,32768,4096,1,8,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8148.78,121.453,3724.76,2036.19,7.58434,3697.95,1018.1,3.76487,96.8637,112.994,108.803,0,1593.48,1103.91,0,1488.32,0,
4,4,1,1,1,1,2,1,1,16384,8192,1,8,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.3,120.662,1849.83,4072.84,7.53406,1849.83,2025.97,3.74771,97.4987,72.123,66.7516,0,1891.59,1362.44,0,1480.66,0,
4,4,1,1,1,1,2,1,1,16384,8192,1,16,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16295.3,120.639,1849.49,4072.83,7.53266,1849.49,2025.97,3.74702,97.5169,72.1227,66.7515,0,1891.54,1362.39,0,1480.66,0,
4,4,1,1,1,1,2,1,2,32768,4096,1,1,16,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8148.78,121.452,3724.76,2036.19,7.58433,3697.95,1018.1,3.76487,96.8638,112.994,108.804,0,2153.72,1105.36,0,1488.32,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,1,32,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16295.4,120.639,1849.49,4072.84,7.53268,1849.49,2025.97,3.74702,97.5166,72.1228,66.7516,0,2458.16,1365.25,0,1480.67,0,
4,4,1,1,1,1,2,1,2,32768,4096,1,2,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.8,8148.78,121.464,3725.11,2036.19,7.58504,3698.29,1018.1,3.76522,96.8548,112.994,108.804,0,2153.77,1105.41,0,1488.32,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,2,16,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.3,120.661,1849.83,4072.83,7.53406,1849.83,2025.97,3.74771,97.4988,72.1232,66.7518,0,2458.21,1365.3,0,1480.66,0,
4,4,1,1,1,1,2,1,2,32768,4096,1,4,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.7,8148.78,121.464,3725.1,2036.19,7.58503,3698.29,1018.1,3.76522,96.8549,112.994,108.804,0,2153.77,1105.41,0,1488.32,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,4,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.4,120.662,1849.83,4072.84,7.53408,1849.83,2025.97,3.74771,97.4985,72.1231,66.7517,0,2458.21,1365.3,0,1480.66,0,
4,4,1,1,1,1,2,1,2,32768,4096,1,8,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14905.8,8148.78,121.464,3725.11,2036.19,7.58504,3698.29,1018.1,3.76522,96.8548,112.994,108.804,0,2153.77,1105.41,0,1488.32,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,8,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.4,120.662,1849.83,4072.84,7.53408,1849.83,2025.97,3.74771,97.4985,72.1231,66.7517,0,2458.21,1365.3,0,1480.66,0,
4,4,1,1,1,1,2,1,2,32768,4096,1,16,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.4,8148.78,121.452,3724.76,2036.19,7.58433,3697.95,1018.1,3.76487,96.8638,112.994,108.804,0,2153.72,1105.36,0,1488.32,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,16,2,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7404.66,16295.3,120.661,1849.83,4072.83,7.53406,1849.83,2025.97,3.74771,97.4988,72.1231,66.7517,0,2458.2,1365.3,0,1480.66,0,
4,4,1,1,1,1,2,1,2,16384,8192,1,32,1,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16295.4,120.639,1849.49,4072.84,7.53268,1849.49,2025.97,3.74702,97.5166,72.1228,66.7516,0,2458.16,1365.25,0,1480.67,0,
4,4,1,1,1,1,4,1,1,32768,2048,1,1,4,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,14904.6,8230.54,122.673,3724.81,2056.63,7.66056,3697.95,514.159,1.90133,95.9004,106.435,102.222,0,1318.85,1108.68,0,1503.82,0,
4,4,1,1,1,1,4,1,1,16384,4096,1,1,8,N/A,Local Aggressive,No Repeaters,No,Global Aggressive,Fully-Optimized Repeaters,No,Latency-Optimized,7403.29,16377.7,121.249,1849.49,4093.42,7.57073,1849.49,1018.1,1.88296,97.0266,45.9051,40.5118,0,1613.82,1366.55,0,1488.42,0,
